article_name,country,revision_id,article_quality_est.,population
Erasmus Hendjala,Namibia,773588389,Stub,2541000
Cornelius Thuhageni Njoba,Namibia,774841020,Stub,2541000
Jurie Viljoen,Namibia,777857622,Start,2541000
Kandy Nehova,Namibia,778252266,Stub,2541000
Laura McLeod-Katjirua,Namibia,779986740,Start,2541000
Lempy Lucas,Namibia,780240233,Start,2541000
Jager Afrikaner,Namibia,781797749,Start,2541000
Jan Jonker Afrikaner,Namibia,781797819,Stub,2541000
Usutuaije Maamberua,Namibia,782432741,Start,2541000
Lucia Witbooi,Namibia,782487405,Stub,2541000
Philemon Moongo,Namibia,782702063,Start,2541000
Margaret Mensah-Williams,Namibia,783424239,Start,2541000
Marlene Mungunda,Namibia,783659445,Stub,2541000
Matheus Shikongo,Namibia,783936425,Stub,2541000
Hendrina Afrikaner,Namibia,785009070,Stub,2541000
Nickey Iyambo,Namibia,785237742,C,2541000
Willem Konjore,Namibia,785239830,Stub,2541000
Christian Afrikaner,Namibia,785267613,Stub,2541000
Manasse ǃNoreseb,Namibia,787159099,C,2541000
Emil Appolus,Namibia,787547117,Start,2541000
Saara Kuugongelwa,Namibia,787813373,Start,2541000
Bernhardt Esau,Namibia,787890930,Start,2541000
John Pandeni,Namibia,788618481,Start,2541000
Loide Kasingo,Namibia,788620617,Start,2541000
Anton von Wietersheim,Namibia,789457805,Stub,2541000
Emma Tuahepa,Namibia,789936651,Stub,2541000
Asser Mbai,Namibia,789979998,Stub,2541000
Piet van der Walt,Namibia,790732456,Stub,2541000
Tom Alweendo,Namibia,790926872,Stub,2541000
Jeremia Nambinga,Namibia,790971471,Stub,2541000
Lucia Basson,Namibia,791521544,Stub,2541000
Monica Geingos,Namibia,792295818,Stub,2541000
Albert Kawana,Namibia,792363345,Start,2541000
Buddy Wentworth,Namibia,792553915,Stub,2541000
Bernadus Swartbooi,Namibia,792730125,Stub,2541000
Sophia Shaningwa,Namibia,793644087,Stub,2541000
Clemens Kapuuo,Namibia,794649810,C,2541000
Joseph Obgeb Jimmy,Namibia,797028914,Stub,2541000
Andreas Shipanga,Namibia,797218947,C,2541000
Hermanus Beukes,Namibia,797219044,Stub,2541000
Elaine Trepper,Namibia,797422099,Stub,2541000
Anton Lubowski,Namibia,797926029,Start,2541000
John Ya-Otto,Namibia,798445586,Stub,2541000
Peya Mushelenga,Namibia,798678085,Start,2541000
Rosa Namises,Namibia,798722629,Start,2541000
Mohammed Stuart,Namibia,799023818,Stub,2541000
David Namwandi,Namibia,799202571,Start,2541000
Dawid Boois,Namibia,799283073,Start,2541000
Nora Schimming-Chase,Namibia,799298806,Stub,2541000
Peter Naholo,Namibia,799511171,Stub,2541000
Monica Nashandi,Namibia,799557543,C,2541000
Sakaria Nashandi,Namibia,799557683,Stub,2541000
Penda Ya Ndakolo,Namibia,799557832,Stub,2541000
Wilfried Emvula,Namibia,799559369,Stub,2541000
Elia Kaiyamo,Namibia,799560238,Start,2541000
Marx Nekongo,Namibia,799561144,Stub,2541000
Priscilla Beukes,Namibia,799566361,Stub,2541000
Philemon Malima,Namibia,799949216,Start,2541000
Rosalia Nghidinwa,Namibia,800002912,Start,2541000
Rudolph Kamburona,Namibia,800014905,Stub,2541000
Samuel Mbambo,Namibia,800067483,Start,2541000
Brendan Simbwaye,Namibia,800092405,Start,2541000
First Lady of Namibia,Namibia,800356701,Stub,2541000
Doreen Sioka,Namibia,800360997,Start,2541000
Steve Bezuidenhout,Namibia,800697620,Stub,2541000
Erastus Uutoni,Namibia,801845003,Stub,2541000
Pendukeni Iivula-Ithana,Namibia,803055843,C,2541000
Nehale Mpingana,Namibia,803403039,Start,2541000
John Mabuku,Namibia,804447986,Stub,2541000
Libertina Amathila,Namibia,804939484,Start,2541000
Frans Indongo,Namibia,804964495,Start,2541000
Eric Biwa,Namibia,804964895,Stub,2541000
Steve Mogotsi,Namibia,805008003,Stub,2541000
Clara Bohitile,Namibia,805008074,Start,2541000
Michael Goreseb,Namibia,805053642,Stub,2541000
Lydia Katjita,Namibia,805054018,Start,2541000
Asser Kuveri Kapere,Namibia,805055267,Start,2541000
Immanuel Ngatjizeko,Namibia,805120872,Start,2541000
Elijah Ngurare,Namibia,805772941,Start,2541000
Sacky Shanghala,Namibia,805855320,Start,2541000
Angelika Muharukua,Namibia,805981237,Start,2541000
Martin Andjaba,Namibia,806653470,Stub,2541000
Jonker Afrikaner,Namibia,806995404,Start,2541000
Kanuni (hompa),Namibia,807120122,Start,2541000
Gustaphine Tjombe,Namibia,807168546,Stub,2541000
Lulwa Al Awadhi,Bahrain,707206006,Start,1465000
Mohamed Ali Hasan Ali,Bahrain,717923332,Stub,1465000
Faisal al-Hamar,Bahrain,719662720,Stub,1465000
Ibrahim ibn Khalifa Al Khalifa,Bahrain,719662729,Stub,1465000
Isa bin Abdulrahman Al Hammadi,Bahrain,731093123,Start,1465000
Al-Ala'a Al-Hadrami,Bahrain,737058200,Start,1465000
Ebrahim Daoud Nonoo,Bahrain,740710044,Stub,1465000
Nabeel bin Yaqub Al-Hamar,Bahrain,750427135,Stub,1465000
Nazar Al Baharna,Bahrain,758080025,Start,1465000
Ahmed ibn Muhammad ibn Khalifa,Bahrain,763340800,Stub,1465000
Fahmi al-Jowder,Bahrain,769279864,Stub,1465000
Jameel Humadan,Bahrain,770509288,Start,1465000
Hamad ibn Isa Al Khalifa (1872–1942),Bahrain,774002573,Start,1465000
Munira Fakhro,Bahrain,779428388,Start,1465000
Nancy Khedouri,Bahrain,779428554,Stub,1465000
Lateefa Al Gaood,Bahrain,783103566,Stub,1465000
Nada Haffadh,Bahrain,783745282,Start,1465000
"Salman, Crown Prince of Bahrain",Bahrain,784266697,C,1465000
Bahrain election 2006 women candidates,Bahrain,787282709,C,1465000
Munzir ibn Sawa Al Tamimi,Bahrain,787348668,Start,1465000
Abdulhussain bin Ali Mirza,Bahrain,787403141,Stub,1465000
Abdullatif Al-Mahmood,Bahrain,787407414,Stub,1465000
Alees Samaan,Bahrain,788248398,Start,1465000
Uyunid dynasty,Bahrain,790768923,Start,1465000
Usfurids,Bahrain,790769233,Stub,1465000
Abdullah bin Hamad bin Isa Al Khalifa,Bahrain,792844397,C,1465000
Isa Qassim,Bahrain,794022737,C,1465000
Abdulrahman al-Nuaimi,Bahrain,796886151,Start,1465000
Essam Khalaf,Bahrain,797822138,Stub,1465000
Jarwanid dynasty,Bahrain,798370570,Start,1465000
Isa bin Salman Al Khalifa,Bahrain,800821174,C,1465000
Abu Sa'id al-Jannabi,Bahrain,801411288,Stub,1465000
Salman bin Hamad Al Khalifa I,Bahrain,801740325,Start,1465000
Abu Tahir al-Jannabi,Bahrain,802383058,C,1465000
Line of succession to the Bahraini throne,Bahrain,803112678,Start,1465000
Kamal Ahmed (politician),Bahrain,803597329,Stub,1465000
Hamad bin Isa Al Khalifa,Bahrain,804322671,C,1465000
King of Bahrain,Bahrain,804732016,Start,1465000
House of Khalifa,Bahrain,806050123,C,1465000
Qarmatians,Bahrain,807088708,C,1465000
Houda Nonoo,Bahrain,807336927,C,1465000
Isa ibn Ali Al Khalifa,Bahrain,807354494,Start,1465000
Randolph Beazer,Antigua and Barbuda,707317818,Stub,98000
Charles Henry Major,Antigua and Barbuda,737168055,Start,98000
Wilfred Jacobs,Antigua and Barbuda,748271419,Stub,98000
William Frederick Haynes Smith,Antigua and Barbuda,753896405,Stub,98000
Benjamin Pine,Antigua and Barbuda,756356311,Start,98000
Jacqui Quinn-Leandro,Antigua and Barbuda,762082122,Start,98000
Studiation Brown,Antigua and Barbuda,767606310,Stub,98000
Tim Hector,Antigua and Barbuda,770000631,Start,98000
Bernard Percival,Antigua and Barbuda,772082591,Stub,98000
Harold Lovell,Antigua and Barbuda,772583198,Start,98000
Hazelyn Francis,Antigua and Barbuda,774239918,Stub,98000
James Carlisle,Antigua and Barbuda,780318515,C,98000
Vere Bird,Antigua and Barbuda,780472655,C,98000
Louise Lake-Tack,Antigua and Barbuda,784776680,Start,98000
Lester Bird,Antigua and Barbuda,787006425,C,98000
Baldwin Spencer,Antigua and Barbuda,794379535,C,98000
Governor-General of Antigua and Barbuda,Antigua and Barbuda,799329240,Start,98000
Rodney Williams (governor-general),Antigua and Barbuda,799334327,C,98000
Prime Minister of Antigua and Barbuda,Antigua and Barbuda,799401883,Start,98000
"Government House, Antigua and Barbuda",Antigua and Barbuda,799600595,Stub,98000
George Walter,Antigua and Barbuda,799633100,Start,98000
John Lyons (Antiguan politician),Antigua and Barbuda,802661745,C,98000
Gaston Browne,Antigua and Barbuda,804874780,C,98000
Monarchy of Antigua and Barbuda,Antigua and Barbuda,805395191,C,98000
Abraha Kassa,Eritrea,707359267,Stub,3546000
Ibrahim Harun,Eritrea,707576885,Stub,3546000
Mohammed Saeed Nawed,Eritrea,723260380,Stub,3546000
Girma Asmerom,Eritrea,790007148,Stub,3546000
Tedla Bairu,Eritrea,790007182,Stub,3546000
Fozia Hashim,Eritrea,790007325,Stub,3546000
Selma Hassan,Eritrea,790007329,Stub,3546000
Abraham Kidane,Eritrea,790007338,Stub,3546000
Askalu Menkerios,Eritrea,790007346,Stub,3546000
Amna Nurhusein,Eritrea,790007350,Stub,3546000
Worku Tesfamichael,Eritrea,790007416,Stub,3546000
Berhane Habtemariam,Eritrea,791139180,Stub,3546000
Aster Yohannes,Eritrea,793495374,Start,3546000
Aster Fissehatsion,Eritrea,793495557,Start,3546000
Abdulkadir Kebire,Eritrea,794185774,C,3546000
Ambaye Wolde Mariam,Eritrea,798423270,C,3546000
Rodrigo Asturias,Guatemala,707847723,Start,18066000
Pedro Molina Mazariegos,Guatemala,710547821,Stub,18066000
César Montenegro Paniagua,Guatemala,712046032,Start,18066000
Mario Sandoval Alarcón,Guatemala,712046890,Stub,18066000
Luis Francisco Ortega Menaldo,Guatemala,712792282,Stub,18066000
Eduardo Cáceres,Guatemala,714212487,Stub,18066000
Clemente Marroquín,Guatemala,714212522,Stub,18066000
José Bernardo Escobar,Guatemala,716161165,Stub,18066000
Juan Antonio Martínez,Guatemala,716161498,Stub,18066000
José Alfonso Cabrera,Guatemala,719644218,Stub,18066000
Jorge García Granados,Guatemala,720595395,Start,18066000
Oscar Valentín Leal Caal,Guatemala,721141658,Stub,18066000
Mario Roberto Paz,Guatemala,722951661,Stub,18066000
Roberto Sagastume Pinto,Guatemala,727199097,Stub,18066000
Carlos Castillo Medrano,Guatemala,732283089,Stub,18066000
Luis Batres Juarros,Guatemala,737258875,C,18066000
José Francisco Barrundia,Guatemala,738618920,Start,18066000
Eduardo Suger,Guatemala,739309553,Stub,18066000
Roberto Herrera Ibarguen,Guatemala,741064305,Stub,18066000
Rafael Castillo Valdez,Guatemala,741815434,Stub,18066000
José Batres Montúfar,Guatemala,745849722,Start,18066000
Aldana Sandoval,Guatemala,747700942,Start,18066000
Fritz García Gallont,Guatemala,748060170,Stub,18066000
Ricardo Bueso,Guatemala,748141515,Stub,18066000
Amílcar Méndez Urízar,Guatemala,749355271,Stub,18066000
Mariano Rivera Paz,Guatemala,753360584,FA,18066000
Mario Monteforte Toledo,Guatemala,758710553,Start,18066000
Vinicio Gómez,Guatemala,760271255,Start,18066000
Manuel Francisco Pavón Aycinena,Guatemala,762482100,GA,18066000
Jaime Hernández Méndez,Guatemala,764506358,Stub,18066000
Jorge Carpio Nicolle,Guatemala,764642347,C,18066000
Arturo Herbruger,Guatemala,767490664,Stub,18066000
Sandra Torres (politician),Guatemala,769727330,C,18066000
Ramiro Ponce Monroy,Guatemala,773619205,Stub,18066000
Jorge Toriello Garrido,Guatemala,774879918,Stub,18066000
Catarina Castor,Guatemala,775279792,Stub,18066000
Joaquín Méndez,Guatemala,776779413,Start,18066000
Sandra Morán,Guatemala,776925896,Stub,18066000
Harold Caballeros,Guatemala,777278879,C,18066000
Otilia Lux,Guatemala,788022758,Stub,18066000
Manuel Colom Argueta,Guatemala,788264231,C,18066000
Amildo Morales,Guatemala,788874056,Stub,18066000
Bernardo Alvarado Monzón,Guatemala,791180527,Stub,18066000
Víctor Manuel Gutiérrez,Guatemala,792110021,Stub,18066000
Carlos Quinteros,Guatemala,793183530,Stub,18066000
Luis Alberto Flores Asturias,Guatemala,793517152,Stub,18066000
Juan Francisco Reyes,Guatemala,793591958,Stub,18066000
Rafael Espada,Guatemala,793616142,Start,18066000
Haroldo Rodas,Guatemala,793616726,Stub,18066000
José María Reina Barrios,Guatemala,794973673,C,18066000
Juan Alfonso Fuentes Soria,Guatemala,796622701,Stub,18066000
Héctor Gramajo,Guatemala,798265661,Start,18066000
"Harris Whitbeck, Sr.",Guatemala,799716634,Stub,18066000
Jacobo Arbenz Villanova,Guatemala,799801128,Start,18066000
Rafael Spinola,Guatemala,799877097,GA,18066000
Ronaldo Cecilio Leiva,Guatemala,800000611,Stub,18066000
Óscar Mendoza Azurdia,Guatemala,800471924,Stub,18066000
Roxana Baldetti,Guatemala,800530186,C,18066000
Otto Pérez Molina,Guatemala,800693673,GA,18066000
José Milla y Vidaurre,Guatemala,801905553,GA,18066000
Mariano de Aycinena y Piñol,Guatemala,801967990,GA,18066000
Juan José de Aycinena y Piñol,Guatemala,801968694,C,18066000
Alejandro Maldonado,Guatemala,802735222,C,18066000
Alberto Fuentes Mohr,Guatemala,802830603,Start,18066000
Zury Ríos,Guatemala,803977784,C,18066000
Enrique Peralta Azurdia,Guatemala,803978304,Stub,18066000
Guillermo Flores Avendaño,Guatemala,803978416,Stub,18066000
Luis Arturo González López,Guatemala,803978640,Start,18066000
Ángel Aníbal Guevara,Guatemala,803978866,Stub,18066000
Gustavo Adolfo Espina Salguero,Guatemala,803978925,Stub,18066000
Kjell Eugenio Laugerud García,Guatemala,805336575,Start,18066000
Alfonso Portillo,Guatemala,805375569,C,18066000
Óscar Berger,Guatemala,805375586,Start,18066000
Álvaro Colom,Guatemala,805375663,Start,18066000
Fernando Carrera,Guatemala,805396405,C,18066000
Jafeth Cabrera,Guatemala,805410543,Start,18066000
Roberto Carpio,Guatemala,805502597,Stub,18066000
Carlos Castillo Armas,Guatemala,805625008,FA,18066000
Nineth Montenegro,Guatemala,806553848,Start,18066000
Guillermo Pineda,Guatemala,806980105,Start,18066000
Rosalina Tuyuc,Guatemala,807052705,Start,18066000
Eduardo Stein,Guatemala,807255358,Stub,18066000
Rigoberta Menchú,Guatemala,807258528,C,18066000
Juvénal Uwilingiyimana,Rwanda,708417452,Start,12952000
Prosper Mugiraneza,Rwanda,715645737,Stub,12952000
Jean de Dieu Kamuhanda,Rwanda,716059737,Start,12952000
Félicien Gatabazi,Rwanda,744899541,Start,12952000
Callixte Kalimanzira,Rwanda,748848342,Stub,12952000
Patrick Karegeya,Rwanda,749977994,Start,12952000
André Kagwa Rwisereka,Rwanda,751918259,Start,12952000
Charles Ntakirutinka,Rwanda,752918810,Start,12952000
Agnes Mukabaranga,Rwanda,762409626,Start,12952000
List of awards and honours bestowed upon Paul Kagame,Rwanda,766197822,C,12952000
Jeanne Mujawamariya,Rwanda,776370392,Start,12952000
Joseph Sebarenzi,Rwanda,777536842,Start,12952000
Charles Murigande,Rwanda,784923277,Start,12952000
Seth Sendashonga,Rwanda,785108120,B,12952000
Jean Kambanda,Rwanda,786432386,C,12952000
Froduald Karamira,Rwanda,786443241,Start,12952000
Callixte Nzabonimana,Rwanda,787288185,Start,12952000
Tharcisse Renzaho,Rwanda,787378028,Start,12952000
Romain Murenzi,Rwanda,789781594,Start,12952000
Béatrice Nirere,Rwanda,789802673,Start,12952000
Rose Mukantabana,Rwanda,789802705,Start,12952000
Pauline Nyiramasuhuko,Rwanda,789802734,B,12952000
Victoire Ingabire Umuhoza,Rwanda,789802808,C,12952000
Rosemary Museminali,Rwanda,789802907,C,12952000
Agathe Habyarimana,Rwanda,789803136,Start,12952000
Agnès Ntamabyaliro Rutagwera,Rwanda,790009004,Stub,12952000
Anne-Marie Kantengwa,Rwanda,790009018,Stub,12952000
Bernard Ntaganda,Rwanda,790009033,Stub,12952000
Daphrose Gahakwa,Rwanda,790009042,Stub,12952000
Emmanuel Habyarimana,Rwanda,790009048,Stub,12952000
Jean de Dieu Ntiruhungwa,Rwanda,790009085,Stub,12952000
Jean-Baptiste Gatete,Rwanda,790009087,Start,12952000
Jérôme Bicamumpaka,Rwanda,790009091,Stub,12952000
Lando Ndasingwa,Rwanda,790009111,Start,12952000
Prosper Higiro,Rwanda,790009114,Stub,12952000
Theogene Rudasingwa,Rwanda,790009116,Stub,12952000
Augustin Bizimana,Rwanda,790142861,Stub,12952000
Augustin Ngirabatware,Rwanda,790143772,Start,12952000
Joy Mukanyange,Rwanda,790246948,Start,12952000
Anastase Gasana,Rwanda,791676386,Stub,12952000
Dominique Mbonyumutwa,Rwanda,793207168,Start,12952000
Jean Damascene Ntawukuriryayo,Rwanda,793946113,Start,12952000
Frank Habineza,Rwanda,794209191,Start,12952000
Christophe Bazivamo,Rwanda,794213425,Stub,12952000
Ange Kagame,Rwanda,794228811,C,12952000
List of Presidents of Rwanda,Rwanda,794273071,Start,12952000
Stella Ford Mugabo,Rwanda,795032397,Start,12952000
Grégoire Kayibanda,Rwanda,796202296,Start,12952000
Aloisea Inyumba,Rwanda,796953138,C,12952000
Protais Zigiranyirazo,Rwanda,796954236,Start,12952000
André Ntagerura,Rwanda,796969975,Stub,12952000
Jeannette Kagame,Rwanda,797221138,Start,12952000
Valentine Rugwabiza,Rwanda,798289991,Start,12952000
Espérance Nyirasafari,Rwanda,798403361,Start,12952000
Julienne Uwacu,Rwanda,798413243,Start,12952000
Bernard Makuza,Rwanda,798467682,Start,12952000
Pierre Habumuremyi,Rwanda,798467708,Start,12952000
Dismas Nsengiyaremye,Rwanda,798467876,Stub,12952000
Prime Minister of Rwanda,Rwanda,798467972,Start,12952000
James Musoni,Rwanda,799309955,Start,12952000
Tharcisse Karugarama,Rwanda,799451354,Stub,12952000
Patrick Mazimhaka,Rwanda,799472311,C,12952000
Anastase Murekezi,Rwanda,800014473,Stub,12952000
Sylvestre Nsanzimana,Rwanda,800736705,Stub,12952000
Pierre-Célestin Rwigema,Rwanda,800818795,Start,12952000
Francine Tumushime,Rwanda,800888594,Start,12952000
Rosemary Mbabazi,Rwanda,800888705,Start,12952000
Clare Akamanzi,Rwanda,800964757,Start,12952000
Fanfan Rwanyindo Kayirangwa,Rwanda,801089193,Start,12952000
Jean-Philbert Nsengimana,Rwanda,801288668,Start,12952000
Francis Kaboneka,Rwanda,801296212,Start,12952000
Gérardine Mukeshimana,Rwanda,801296514,Start,12952000
Louise Mushikiwabo,Rwanda,801296810,C,12952000
Johnston Busingye,Rwanda,801298278,Start,12952000
Diane Gashumba,Rwanda,801298466,Start,12952000
Judith Uwizeye,Rwanda,801298694,Start,12952000
Marie-Solange Kayisire,Rwanda,801299051,Stub,12952000
Vincent Munyeshyaka,Rwanda,801312402,Start,12952000
Édouard Karemera,Rwanda,801365078,Stub,12952000
Thomas Nahimana,Rwanda,801458062,Start,12952000
Édouard Ngirente,Rwanda,801993591,Start,12952000
Vincent Biruta,Rwanda,802005348,Start,12952000
Théodore Sindikubwabo,Rwanda,802109305,Start,12952000
Juvénal Habyarimana,Rwanda,802200294,C,12952000
Papias Malimba Musafiri,Rwanda,802353637,Start,12952000
Augustin Iyamuremye,Rwanda,802499965,Stub,12952000
Pasteur Bizimungu,Rwanda,802677491,C,12952000
Germaine Kamayirese,Rwanda,802694017,Start,12952000
Diane Rwigara,Rwanda,802792491,C,12952000
Richard Sezibera,Rwanda,803612787,C,12952000
Marcel Gatsinzi,Rwanda,803652448,Start,12952000
John Rwangombwa,Rwanda,803785611,Start,12952000
Jacques Bihozagara,Rwanda,803868218,Start,12952000
Faustin Twagiramungu,Rwanda,804070511,Stub,12952000
Alvera Mukabaramba,Rwanda,804436711,Start,12952000
Odette Nyiramilimo,Rwanda,804464577,Stub,12952000
Claver Gatete,Rwanda,804579802,Start,12952000
Paul Kagame,Rwanda,806007566,FA,12952000
Agathe Uwilingiyimana,Rwanda,806161276,C,12952000
Agnes Binagwaho,Rwanda,806345919,C,12952000
Monique Nsanzabaganwa,Rwanda,806645308,Start,12952000
Faustin Rucogoza,Rwanda,806700201,Stub,12952000
Jeanne d’Arc Debonheur,Rwanda,806785264,Start,12952000
Silas Lwakabamba,Rwanda,807333725,Start,12952000
Onalsyn Zhumabekov,Kazakhstan,709332979,C,18732000
Nurlan Iskakov,Kazakhstan,709333345,Stub,18732000
Temirkhan Dosmukhanbetov,Kazakhstan,709333472,Stub,18732000
Oralbay Abdykarimov,Kazakhstan,709333563,C,18732000
Rashid Tusupbekov,Kazakhstan,709333730,Stub,18732000
Yurii Khitrin,Kazakhstan,709339604,Stub,18732000
Anatoly Dernovoi,Kazakhstan,709375477,Stub,18732000
Oralbeg Abdu Kerimovic,Kazakhstan,709447819,Stub,18732000
Berdibek Saparbayev,Kazakhstan,712783326,Stub,18732000
Turar Ryskulov,Kazakhstan,715554171,Stub,18732000
Adil Shayakhmetov,Kazakhstan,717789090,Stub,18732000
Arken Arystanov,Kazakhstan,719482904,Stub,18732000
Musabek Alimbekov,Kazakhstan,720942642,Stub,18732000
Vladimir Bozhko,Kazakhstan,720953966,Stub,18732000
Talgat Ermegiyaev,Kazakhstan,720985552,Stub,18732000
Kalmukhanbet Kassymov,Kazakhstan,721294882,Stub,18732000
Baurzhan Abdishev,Kazakhstan,727374573,Start,18732000
Vladimir Shkolnik,Kazakhstan,737073261,Stub,18732000
First Lady of Kazakhstan,Kazakhstan,737555024,Stub,18732000
Sara Nazarbayeva,Kazakhstan,737633752,Start,18732000
Zhenis Kassymbek,Kazakhstan,746167592,Stub,18732000
Bakhytzhan Zhumagulov,Kazakhstan,748418228,Stub,18732000
Zhanseit Tuymenbayev,Kazakhstan,748997755,Stub,18732000
Bulat Aqchulaqov,Kazakhstan,750187621,Stub,18732000
Nurbank murder case,Kazakhstan,759703961,C,18732000
Bakhyt Sultanov,Kazakhstan,763858542,Stub,18732000
Ermukhamet Ertysbayev,Kazakhstan,768907975,C,18732000
Kanat Saudabayev,Kazakhstan,771435404,Start,18732000
Kairat Kelimbetov,Kazakhstan,773074208,Start,18732000
Kanat Bozumbayev,Kazakhstan,777980659,Stub,18732000
Asset Issekeshev,Kazakhstan,778214580,Stub,18732000
Azat Peruashev,Kazakhstan,779074220,Stub,18732000
Zagipa Baliyeva,Kazakhstan,779370383,Stub,18732000
Gulzhan Karagusova,Kazakhstan,779370456,Start,18732000
Natalya Korzhova,Kazakhstan,779370500,Start,18732000
Byrganym Aitimova,Kazakhstan,779370668,Stub,18732000
Marat Aldangorovich Sarsembaev,Kazakhstan,783314926,C,18732000
Rashid Nugmanov,Kazakhstan,783316831,Start,18732000
Abish Kekilbayev,Kazakhstan,787430167,C,18732000
Akhmetzhan Yessimov,Kazakhstan,788685633,Start,18732000
Vladimir Kozlov (politician),Kazakhstan,788707018,C,18732000
Bolat Zhamishev,Kazakhstan,789446091,Stub,18732000
Askar Myrzakhmetov,Kazakhstan,789946902,Stub,18732000
Askar Zhumagaliyev,Kazakhstan,789946935,Stub,18732000
Zhanar Aitzhanova,Kazakhstan,792822865,Stub,18732000
Yerzhan Ashikbayev,Kazakhstan,792951884,Stub,18732000
Adilbek Zhaksybekov,Kazakhstan,795047660,C,18732000
Amangeldy Shabdarbayev,Kazakhstan,795362990,Start,18732000
Rauan Kenzhekhanuly,Kazakhstan,795977935,Start,18732000
Nygmet Nurmakov,Kazakhstan,796193664,Stub,18732000
Aslan Musin,Kazakhstan,797008293,Start,18732000
Bektas Beknazarov,Kazakhstan,797506808,Stub,18732000
Marat Tazhin,Kazakhstan,797881785,C,18732000
Sagadat Nurmagambetov,Kazakhstan,798439598,C,18732000
Kuanyshbek Yessekeev,Kazakhstan,798561903,Start,18732000
Igor Rogov,Kazakhstan,798588600,Start,18732000
Daniyal Akhmetov,Kazakhstan,798903610,C,18732000
Dariga Nazarbayeva,Kazakhstan,798960856,Start,18732000
List of leaders of Kazakhstan,Kazakhstan,799792910,Start,18732000
Rakhat Aliyev,Kazakhstan,799940418,B,18732000
Sauat Mynbayev,Kazakhstan,800426126,Start,18732000
Grigori Marchenko,Kazakhstan,800661220,C,18732000
Mukhtar Kul-Mukhammed,Kazakhstan,800663622,Start,18732000
Oleg Soskovets,Kazakhstan,800663985,Stub,18732000
Altynbek Sarsenbayuly,Kazakhstan,801427009,Start,18732000
Viktor Khrapunov,Kazakhstan,801771358,C,18732000
Yerik Asanbayev,Kazakhstan,801938541,Start,18732000
Erlan Idrissov,Kazakhstan,801946174,C,18732000
Umirzak Shukeyev,Kazakhstan,803787562,Start,18732000
Shalbay Kulmakhanov,Kazakhstan,803794701,Stub,18732000
Zamanbek Nurkadilov,Kazakhstan,803794730,Stub,18732000
Galym Orazbakov,Kazakhstan,804670952,Stub,18732000
Dzhambulat Zhakievich Sarsenov,Kazakhstan,805854969,Start,18732000
President of Kazakhstan,Kazakhstan,806408820,C,18732000
Mukhtar Altynbayev,Kazakhstan,806605638,Start,18732000
Gulshara Abdykhalikova,Kazakhstan,807014335,Stub,18732000
Yerzhan Dosmukhamedov,Kazakhstan,807334444,Start,18732000
Nursultan Nazarbayev,Kazakhstan,807478471,B,18732000
Ulaş Bardakçı,Turkey,709507503,Start,83737000
Fikri Karadağ,Turkey,710386192,Start,83737000
Sâhib Ata,Turkey,711377867,Stub,83737000
Şaban Erden,Turkey,713293889,Start,83737000
Saturday Mothers,Turkey,720962109,C,83737000
Yakup I of Germiyan,Turkey,724707096,Stub,83737000
National Women's Party of Turkey,Turkey,726204400,Stub,83737000
Orhan Sefa Kilercioğlu,Turkey,726970030,Stub,83737000
Suleyman Karaman,Turkey,728435162,Start,83737000
List of Turkish politicians,Turkey,730049406,Start,83737000
Deputy Speaker of the Grand National Assembly,Turkey,732064795,Start,83737000
İhsan Saraçlar,Turkey,732977188,Stub,83737000
Halil İbrahim Akça,Turkey,737382530,Stub,83737000
"Ali Şahin (politician, born 1934)",Turkey,739557550,Stub,83737000
Hafız Mehmet,Turkey,740811233,C,83737000
Mustafa Yamulki,Turkey,740924386,Start,83737000
Kemal Burkay,Turkey,742712603,Stub,83737000
Selim Sadak,Turkey,750369690,Start,83737000
Mehdi Zana,Turkey,752949265,Start,83737000
Levent Kırca,Turkey,755081843,Stub,83737000
Osman Bölükbaşı,Turkey,757454782,B,83737000
Özlem Türköne,Turkey,757538961,Start,83737000
Osman Öcalan,Turkey,757965912,Start,83737000
Albert Jean Amateau,Turkey,759095871,Start,83737000
Konstantinos Theofylaktos,Turkey,760241034,Stub,83737000
Faik Ali Ozansoy,Turkey,763869726,C,83737000
Şadan Fişek,Turkey,765018425,Stub,83737000
Ahmet of Karaman,Turkey,771053492,Stub,83737000
Abdullah Demirbaş,Turkey,772774752,Start,83737000
Dündar Taşer,Turkey,773631203,Stub,83737000
Mehmet Abbasoğlu,Turkey,774608396,Stub,83737000
Kader Sevinc,Turkey,778106394,Stub,83737000
Salih Uzun,Turkey,778627892,Stub,83737000
Cahit Aral,Turkey,779174710,Start,83737000
Hacı Garip Taner,Turkey,780287166,Start,83737000
Metin Bostancıoğlu,Turkey,780543905,Stub,83737000
Nevzat Ayaz,Turkey,782204614,Stub,83737000
List of the main opposition leaders of Turkey,Turkey,782287306,C,83737000
Cemil Bilsel,Turkey,782538838,Stub,83737000
Mazlum Kayalar,Turkey,783309982,Stub,83737000
Ali Müfit Gürtuna,Turkey,783310698,Stub,83737000
Gültekin Uysal,Turkey,783338437,Stub,83737000
Haşim İşcan,Turkey,783434948,Start,83737000
Cavit Şadi Pehlivanoğlu,Turkey,783751416,Stub,83737000
İlter Türkmen,Turkey,783909091,Start,83737000
Nizamettin Taş,Turkey,784003606,Stub,83737000
