article_name,country,revision_id,article_quality_est.,population
Jalal Al-Din Taheri,Iran,716732135,Start,84150000
Electoral history of Mohsen Rezaee,Iran,716976407,Stub,84150000
Yadollah Javani,Iran,717092724,Start,84150000
Alireza Noori,Iran,717624534,Stub,84150000
Fereidon Hasanvand,Iran,720868456,Stub,84150000
Amir-Hossein Khozeimé Alam,Iran,723208854,Stub,84150000
Seqat-ol-Eslam Tabrizi,Iran,723570211,Start,84150000
Mohammad Vaez Mousavi,Iran,723662676,Stub,84150000
Ahmad Hussein Adl,Iran,723988439,Stub,84150000
Abolhassan Diba,Iran,724335320,Start,84150000
Ayatollah Uzma Sayyid Ali Hussaini Khamenei,Iran,724533651,Stub,84150000
Ali Malakouti,Iran,724880477,Stub,84150000
Mir Ebrahim Seyyed Hatami,Iran,724880556,Stub,84150000
Fereydun Ebrahimi,Iran,725638368,Stub,84150000
Salamullah Javid,Iran,725639413,Stub,84150000
Mohammad Biriya,Iran,725642494,Stub,84150000
Rabi-ollah Kabiri,Iran,725642519,Stub,84150000
Seyed Esmaeil Mousavi Zanjani,Iran,725755199,Stub,84150000
Mohammad Hassannejad,Iran,728300066,Stub,84150000
Mohammad Bagher Kharazi,Iran,728507931,Start,84150000
Majid Takht-Ravanchi,Iran,728637259,Stub,84150000
Mohammad Bagheri (politician),Iran,731995279,Stub,84150000
Javad Arianmanesh,Iran,732113043,Stub,84150000
Malek Ashraf,Iran,735467818,Start,84150000
Seyed Mahmoud-Reza Sajjadi,Iran,737385600,Stub,84150000
Somayeh Mahmoudi,Iran,738383246,Stub,84150000
Ghazanfar Roknabadi,Iran,738533617,Start,84150000
Maurice Motamed,Iran,740807949,Start,84150000
Hamid Baeidinejad,Iran,742414965,Start,84150000
Akbar Ranjbarzadeh,Iran,743221155,Stub,84150000
Ali Alilu,Iran,744464334,Stub,84150000
Aziz Akbarian,Iran,744468173,Stub,84150000
Gholamreza Shafeei,Iran,744472039,Stub,84150000
Ali Asghar Sherdost,Iran,744518512,Stub,84150000
Malek Mansur Mirza Shoa O-Saltaneh,Iran,744518731,Stub,84150000
Hamid Seyyed Mahdavi Aghdam,Iran,744518855,Stub,84150000
Vahid Jalalzadeh,Iran,744519714,Stub,84150000
Fakhraddin Mousavi,Iran,744520727,Stub,84150000
Zeynalabedin Qiyami,Iran,744520871,Stub,84150000
Rahimkhan Chalabianloo,Iran,744521179,Start,84150000
Gholamreza Nouri Ghezeljeh,Iran,744523077,Stub,84150000
Jalil Jafari,Iran,744523357,Stub,84150000
Bashir Khaleghi,Iran,744523525,Stub,84150000
Bahlul Hoseini,Iran,744524381,Stub,84150000
Abbas Fallahi Babajan,Iran,744533101,Stub,84150000
Mohammad Ali Madadi,Iran,744533828,Stub,84150000
Mehdi Davatgari,Iran,744534261,Stub,84150000
Mohammad Hazratpour,Iran,744534894,Stub,84150000
Ruhollah Hazratpour,Iran,744535007,Stub,84150000
Movayyed Hoseini Sadr,Iran,744535030,Stub,84150000
Akbar Nikzad,Iran,744538298,Stub,84150000
Mohammad Reza Khanmohammadi,Iran,744538353,Stub,84150000
Younes Asadi,Iran,744538509,Stub,84150000
Mohammad Alipour Rahmati,Iran,744538583,Stub,84150000
Reza Abdollahi,Iran,744557079,Stub,84150000
Shahruz Afghami,Iran,744557142,Stub,84150000
Safar Ghahremani,Iran,744641526,Stub,84150000
Hemayat Mirzadeh,Iran,748079828,Stub,84150000
Mir Bashir Gasimov,Iran,749149262,Start,84150000
Razie Golami Shabani,Iran,753174648,Stub,84150000
Jahangir Mahmoudi,Iran,753209427,Stub,84150000
Ziaeddin Tavakkoli,Iran,753318805,Stub,84150000
Neda Hassani,Iran,755591227,Start,84150000
Seyed Mostafa Mir-Shafiei,Iran,755821847,Stub,84150000
Electoral history of Gholam-Ali Haddad-Adel,Iran,756121959,Start,84150000
Morteza Saffari Natanzi,Iran,756206172,Stub,84150000
Javad Mojtahed Shabestari,Iran,756612384,Stub,84150000
Tahmasb Mazaheri,Iran,756614949,Stub,84150000
Mahmoud Jafarian,Iran,756757376,Start,84150000
Rasoul Montajabnia,Iran,757068511,Stub,84150000
Ali Bakhtiar,Iran,757423476,Stub,84150000
Nasser Yeganeh,Iran,758572616,Start,84150000
Electoral history of Akbar Hashemi Rafsanjani,Iran,759882189,Start,84150000
Ali Agha-Mohammadi,Iran,759998187,Stub,84150000
"Mohammad Khatami presidential campaign, 2009",Iran,760093291,Start,84150000
Sabar Mirza Farman Farmaian,Iran,760462089,Stub,84150000
Mozaffar Alam,Iran,760586213,Start,84150000
Taqi Arani,Iran,760731236,Stub,84150000
Abbas Farzanegan,Iran,760830632,Stub,84150000
Ali Asghar Al-Mousavi,Iran,761581534,Stub,84150000
Hamid Garmabi,Iran,761753605,Stub,84150000
Arsalan Fathipour,Iran,762288716,Stub,84150000
Interior minister of the Republic of Iran,Iran,762746486,Stub,84150000
Farajollah Rasai,Iran,763442957,Stub,84150000
Mostafa Adl,Iran,763881189,Stub,84150000
Siavash Daneshvar,Iran,764583481,Stub,84150000
Ateghe Sediqi,Iran,764896195,Start,84150000
Reza Zanjani,Iran,764924931,Start,84150000
Haydar Khan Amo-oghli,Iran,765632816,C,84150000
Hassan Sane'i,Iran,765769792,Stub,84150000
Habibollah Peyman,Iran,765942915,Stub,84150000
Nasrollah Jahangard,Iran,765973305,Start,84150000
Behnam Mahmoudi,Iran,766393135,Start,84150000
Mozaffar Firouz,Iran,767009614,Stub,84150000
Baqir Khan,Iran,767037878,Stub,84150000
Ali Reza Khan Azod al-Molk,Iran,767222715,Stub,84150000
Mohammed Sharif Malekzadeh,Iran,767699979,Start,84150000
Safdar Rahmat Abadi,Iran,767836166,Stub,84150000
Ghulam Yahya Daneshian,Iran,767842544,Stub,84150000
Javad Jahangirzadeh,Iran,768018339,Stub,84150000
Mohsen Kharazi,Iran,768804494,Stub,84150000
Elias Naderan,Iran,769103293,Stub,84150000
Bijan Nobaveh-Vatan,Iran,769103386,Stub,84150000
Mehrangiz Manouchehrian,Iran,769149609,Start,84150000
Nasrollah Sajjadi,Iran,770483990,Stub,84150000
Hamid Rasaee,Iran,770590080,Start,84150000
Reza Shiran,Iran,770772931,Stub,84150000
Ruhollah Beigi,Iran,771084954,Stub,84150000
Habib Boromand Dashghapu,Iran,771084958,Stub,84150000
Mohammad Feyz Sarabi,Iran,771084960,Stub,84150000
Hashem Hashemzadeh Herisi,Iran,771084972,Stub,84150000
Mir Ghesmat Mosavi Asl,Iran,771084998,Stub,84150000
Seyyed Mohammadi Ali Mosavi,Iran,771085007,Stub,84150000
Hassan Namazi,Iran,771085012,Stub,84150000
Haji-Mirza Hassan Roshdieh,Iran,771085015,Start,84150000
Mohammad Taghi Pourmohammadi,Iran,771085045,Stub,84150000
Shaban Jafari,Iran,771462312,Start,84150000
Mohammad Sattarifar,Iran,771823045,Stub,84150000
Mahmoud Nabavian,Iran,771973579,Stub,84150000
Hassan Ameli,Iran,772122443,Stub,84150000
Khalil Boyukzadeh,Iran,772122922,Stub,84150000
Moslem Malakouti,Iran,772123589,Stub,84150000
Mohammad Momen,Iran,772183811,Start,84150000
Abbas Adham,Iran,772721252,Stub,84150000
Mir Asadollah Madani,Iran,772927298,Start,84150000
Haji Baba Sheikh,Iran,774531413,Stub,84150000
Mohammad Qasim Osmani,Iran,774532439,Stub,84150000
Mohammad Mofatteh,Iran,774778123,C,84150000
Hamidreza Fouladgar,Iran,775356494,Stub,84150000
Kazem Rajavi,Iran,775366483,Start,84150000
Rahman Dadman,Iran,775837421,Stub,84150000
Farhang Mehr,Iran,775876914,Start,84150000
Hashem Bathaie Golpayenagi,Iran,775899063,Stub,84150000
Jamshid Ghanbari Maman,Iran,776068030,C,84150000
Hajji Ebrahim Shirazi,Iran,776206770,Start,84150000
Mirza Muhammad Aghazadeh Khorasani,Iran,776516465,Start,84150000
Mirza Abu'l-Qasem Qa'em-Maqam,Iran,776576647,Stub,84150000
Rasoul Movahedian,Iran,777806343,Stub,84150000
Mohammad Hossein Adeli,Iran,777806556,C,84150000
People's Experts,Iran,778191083,C,84150000
Electoral history of Saeed Jalili,Iran,778258751,Stub,84150000
Yasser Hashemi Rafsanjani,Iran,778510829,Stub,84150000
Khaled Zamzamnejad,Iran,778784734,Start,84150000
Khodadad Mirza Farman Farmaian,Iran,778814293,Stub,84150000
Nahid Tajeddin,Iran,779355700,Stub,84150000
Cheragh-Ali Khan Zanganeh,Iran,779367098,Start,84150000
Parviz C. Raji,Iran,780092687,Start,84150000
Minoo Khaleghi,Iran,781308318,C,84150000
Siamak Moreh Sedgh,Iran,781397432,Start,84150000
Sorena Sattari,Iran,781809227,Stub,84150000
Jamal Karimi-Rad,Iran,781915805,Stub,84150000
Mohammad Taqi Pessian,Iran,781949081,Start,84150000
Hasanak the Vizier,Iran,782005013,Start,84150000
Mohammad Reza Tabesh,Iran,782146402,Stub,84150000
Amir Mohebbian,Iran,782189992,Start,84150000
Zahra Mostafavi Khomeini,Iran,782190559,Start,84150000
Mohsen Rohami,Iran,782236957,Stub,84150000
Mohsen Kouhkan,Iran,782416095,Stub,84150000
Maryam Farman Farmaian,Iran,782816061,Start,84150000
Manuchehr Eliasi,Iran,783276172,Stub,84150000
Sousan Keshavarz,Iran,783282983,Stub,84150000
Mohammad Mohammadi Gilani,Iran,783321209,Stub,84150000
Mohsen Mojtahed Shabestari,Iran,783341438,Start,84150000
Hossein Kohkan,Iran,783347744,Start,84150000
Noraladin Pirmoazzen,Iran,783364407,Stub,84150000
Shahrokh Sultan Zanganeh,Iran,783390350,Stub,84150000
Seyyed Ali Riaz,Iran,783431530,Stub,84150000
Hamid Reza Chitgar,Iran,783449396,Start,84150000
Mohammad-Kazem Anbarlouei,Iran,783473697,Stub,84150000
Fazlollah Mousavi,Iran,783758324,Stub,84150000
Hossein Tala,Iran,783806294,Stub,84150000
Akbar A'lami,Iran,783892617,Stub,84150000
Meysam Saeidi,Iran,783892943,Stub,84150000
Abbas Ka'bi,Iran,784098349,Stub,84150000
Electoral history of Mohammad Bagher Ghalibaf,Iran,784114374,Start,84150000
Mehdi Isazadeh,Iran,784340192,Stub,84150000
Behafarid,Iran,784374287,Stub,84150000
Hossein Ghods-Nakhai,Iran,784585874,Start,84150000
Sardar Rafie Yanehsari,Iran,784587393,Stub,84150000
Hassan Hasanzadeh Amoli,Iran,784785695,Start,84150000
Ghiyas al-Din ibn Rashid al-Din,Iran,785036469,Stub,84150000
Shamseddin Vahabi,Iran,785082020,Stub,84150000
Hassan Khomeini,Iran,785497322,B,84150000
Mousa Chegini,Iran,785520868,Stub,84150000
Emad Behavar,Iran,785800788,Stub,84150000
Hassan Shariatmadari,Iran,785977707,Start,84150000
Sahebeh Rouhani,Iran,786104088,Stub,84150000
Mahmoud Ahmadzadeh,Iran,786127696,Stub,84150000
Safdar Hosseini,Iran,786152958,Start,84150000
Mohammad Farrokhi Yazdi,Iran,786171135,Start,84150000
Mehrdad Khonsari,Iran,786277716,C,84150000
Ebrahim Amini,Iran,786611994,Stub,84150000
Hamid Lotfollahian,Iran,786755078,Stub,84150000
Abdollah Jassbi,Iran,787068278,Start,84150000
Seyed Mahmood Hosseini,Iran,787109199,Start,84150000
Mohammad Yeganeh,Iran,787134300,Start,84150000
Electoral history of Hassan Rouhani,Iran,787223351,Start,84150000
A 250 Years Old Person,Iran,787268259,Start,84150000
Mirza Abdul'Rahim Talibov Tabrizi,Iran,787293514,C,84150000
Hamid Mowlana,Iran,787334395,Start,84150000
Muhammad Hossein Naini,Iran,787343770,C,84150000
Abbas Abdi,Iran,787365487,Start,84150000
Abbas Vaez-Tabasi,Iran,787368428,Start,84150000
Abdolnabi Namazi,Iran,787391942,Stub,84150000
Abdolqader Zahedi,Iran,787391975,Stub,84150000
Abolfazl Fateh,Iran,787433603,C,84150000
Hossein Mousavi Tabrizi,Iran,787750556,Stub,84150000
Ali Fathollahzadeh,Iran,787781437,Start,84150000
Ahmad Ahmadi (philosopher),Iran,787904162,Stub,84150000
Ahmad Bourghani,Iran,787905483,Start,84150000
Ahmad Sadegh-Bonab,Iran,787907878,Stub,84150000
Sadeq Ganji,Iran,787910984,Stub,84150000
Sunpadh,Iran,787921514,Start,84150000
Sattar Khan,Iran,788085800,C,84150000
Alireza Rajaei,Iran,788185339,Stub,84150000
Reza Alamouti,Iran,788207923,Start,84150000
Ali Akbar Ghoreishi,Iran,788468106,Start,84150000
Ali Nikzad,Iran,788478867,C,84150000
Ali Younesi,Iran,788483425,Stub,84150000
Mass'oud Mirza Zell-e Soltan,Iran,788556797,Start,84150000
Allahverdi Dehghani,Iran,788575126,Stub,84150000
Amir Arshad,Iran,788880158,Start,84150000
Azar Majedi,Iran,789027135,Start,84150000
Mahmudali Chehregani,Iran,789656569,C,84150000
Fatemeh Ajorlou,Iran,789744982,Start,84150000
Laleh Eftekhari,Iran,789745415,Stub,84150000
Mahnaz Bahmani,Iran,789745418,Stub,84150000
Mehrangiz Morovvati,Iran,789745420,Stub,84150000
Nafiseh Fayyazbakhsh,Iran,789745449,Stub,84150000
Rafat Bayat,Iran,789745461,Stub,84150000
Vahideh Taleghani,Iran,789745472,Stub,84150000
Arzhang Davoodi,Iran,789875153,Start,84150000
Taghi Rahmani,Iran,789900765,Stub,84150000
Gholam-Abbas Tavassoli,Iran,789915240,Stub,84150000
Safdar Jang,Iran,790004586,C,84150000
Effat Shariati,Iran,790062691,Start,84150000
Tayebeh Safaei,Iran,790065438,Stub,84150000
Fatemeh Rahbar,Iran,790212980,Stub,84150000
Ja'far Pishevari,Iran,790228391,C,84150000
Mohammad Bastenegar,Iran,790333825,Stub,84150000
Badí‘,Iran,790422199,Start,84150000
Aliakbar Aghaei Moghanjoei,Iran,790835331,Stub,84150000
Vali Maleki,Iran,791175884,Stub,84150000
Beytollah Abdollahi,Iran,791288962,Start,84150000
Mohammad Forouzandeh,Iran,791470991,Stub,84150000
Saadat Ali Khan I,Iran,791646519,Start,84150000
Abdolali Bazargan,Iran,791760673,Stub,84150000
Mohammed Kazem Yazdi,Iran,791768293,Start,84150000
Sayyed Ibrahim Estahbanati,Iran,791769199,Start,84150000
Hassan Rahimpour Azghadi,Iran,792033404,Start,84150000
Mehdi Hashemi Rafsanjani,Iran,792093348,C,84150000
Ashraf Dehghani,Iran,792095777,Start,84150000
Kazem Seddiqi,Iran,792254859,Start,84150000
Kamal Daneshyar,Iran,792289945,Stub,84150000
Elaheh Koulaei,Iran,792293628,Stub,84150000
Hushang Hamidi,Iran,792294333,Stub,84150000
Amir Reza Khadem,Iran,792294732,Start,84150000
Hamid Reza Katouzian,Iran,792295125,Start,84150000
Hossein Kamali,Iran,792295357,Stub,84150000
Jalal Jalalizadeh,Iran,792295537,Stub,84150000
Azam Taleghani,Iran,792298296,Start,84150000
Esmail Shooshtari,Iran,792298478,Stub,84150000
Bahaedin Adab,Iran,792301043,Start,84150000
Mousa Qorbani,Iran,792301252,Stub,84150000
Amir Nosrat'ollah Balakhanlou,Iran,792320469,Start,84150000
Mahammad Ali Tarbiat,Iran,792325233,Stub,84150000
Mohammad Khiabani,Iran,792325915,Start,84150000
Jamshid Bahman Jamshidian,Iran,792347771,Start,84150000
Ali Mansur,Iran,792393990,Stub,84150000
Mohammad Sa'ed,Iran,792394184,Start,84150000
Ebrahim Hakimi,Iran,792394356,Start,84150000
Ali Soheili,Iran,792394645,Start,84150000
Ahmad Matin-Daftari,Iran,792394849,Stub,84150000
Mahmoud Djam,Iran,792394899,Start,84150000
Abdol Majid Mirza,Iran,792395261,Stub,84150000
Mohammad Vali Khan Tonekaboni,Iran,792395287,C,84150000
Abolqasem Naser ol-Molk,Iran,792395415,Stub,84150000
Mirza Ali Asghar Khan Amin al-Soltan,Iran,792395534,C,84150000
Morteza Gholi Khan Hedayat,Iran,792396057,Stub,84150000
Majid Khodabakhsh,Iran,792428154,Stub,84150000
Parviz Kazemi,Iran,792438683,Stub,84150000
Alireza Novin,Iran,792592971,Stub,84150000
Sadegh Kharazi,Iran,792865527,Start,84150000
Ali Shakouri-Rad,Iran,792866617,Stub,84150000
Nasrollah Pejmanfar,Iran,792871675,Stub,84150000
Hossein Naghavi-Hosseini,Iran,792873948,Stub,84150000
Ahmad Khorram,Iran,792905760,Stub,84150000
Shamseddin Hosseini,Iran,792908354,Start,84150000
Ali Khatami,Iran,792909961,Stub,84150000
Zahra Rahnavard,Iran,792927211,Start,84150000
Abolfazl Ghadyani,Iran,792931453,Stub,84150000
Hekmat E Shirazi,Iran,792937686,Start,84150000
Ali Abdolalizadeh,Iran,792947364,Stub,84150000
Mahmoud Bahmani,Iran,793052312,Start,84150000
Mohammad-Hashem Mohaymeni,Iran,793070297,Stub,84150000
Mirza Hassan Khan Esfandiary,Iran,793083538,Stub,84150000
Mohammad-Ali Najafi (born 1956),Iran,793123637,Stub,84150000
Mohammad-Reza Tavassoli,Iran,793317318,Stub,84150000
Mohsen Sadr,Iran,793349843,Start,84150000
Fatemeh Alia,Iran,793375669,Stub,84150000
Ali-Qoli Khan Bakhtiari,Iran,793478248,Stub,84150000
Jafar Kashani,Iran,793509843,Stub,84150000
Nasser Biria,Iran,793556594,Start,84150000
Mohammad-Javad Abtahi,Iran,793572228,Stub,84150000
Reza Ostadi,Iran,793578865,Stub,84150000
Zohreh Elahian,Iran,793582825,Stub,84150000
Jalal ed-Din Amir Chakhmaq Shami,Iran,793660106,Stub,84150000
Akbar Atri,Iran,793667630,Start,84150000
Ali-Ashraf Abdollah Porihoseini,Iran,793709493,Stub,84150000
Mohammad-Ali Taskhiri,Iran,793733221,Stub,84150000
Reza Zavare'i,Iran,794053541,Stub,84150000
Gholam-Hossein Nozari,Iran,794058409,Start,84150000
Ali-Asghar Fani,Iran,794059560,Stub,84150000
Hossein Mozaffar,Iran,794059867,Stub,84150000
Hassan Tarighat Monfared,Iran,794063305,Stub,84150000
Alireza Marandi,Iran,794063460,Start,84150000
Kazem Sami,Iran,794063493,Start,84150000
Mahmoud Goudarzi,Iran,794068344,Stub,84150000
Monireh Gorji,Iran,794073095,Stub,84150000
Abdul-Karim Mousavi Ardebili,Iran,794073116,Start,84150000
Yadollah Sahabi,Iran,794073272,Stub,84150000
Mohammad Beheshti Shirazi,Iran,794389289,Stub,84150000
Hossein-Ali Amiri,Iran,794390140,Stub,84150000
Mohammad-Ali Shahidi,Iran,794393283,Start,84150000
Nasser Farbod,Iran,794404252,Stub,84150000
Ja'far Kavian,Iran,794415791,Stub,84150000
Alireza Zakani,Iran,794491534,Stub,84150000
Mehdi Kouchakzadeh,Iran,794491594,Start,84150000
Javad Karimi-Ghodousi,Iran,794493069,Stub,84150000
Hossein-Ali Haji-Deligani,Iran,794493099,Stub,84150000
Nader Ghazipour,Iran,794493152,Stub,84150000
Shapour Marhaba,Iran,794495200,Start,84150000
National Security and Nuclear Diplomacy,Iran,794506687,C,84150000
Masoud Roghani Zanjani,Iran,794662327,Stub,84150000
Majid Ansari,Iran,794691005,Stub,84150000
Hossein Allahkaram,Iran,794715522,Stub,84150000
Morteza Bank,Iran,794755464,Stub,84150000
Salman Khodadadi,Iran,794757922,Stub,84150000
Mohammad Dehghan,Iran,794758050,Stub,84150000
Abdolreza Hashemzaei,Iran,794894567,Stub,84150000
Mohammad Reza Najafi,Iran,794894597,Stub,84150000
Davoud Mohammadi,Iran,794894607,Stub,84150000
Mohsen Alijani-Zamani,Iran,794894617,Stub,84150000
Ahmad Mazani,Iran,794894624,Stub,84150000
Farid Mousavi,Iran,794894636,Stub,84150000
Tayebeh Siavoshi,Iran,794894641,Stub,84150000
Mohammad Javad Fathi,Iran,794894652,Stub,84150000
Fatemeh Zolghadr,Iran,794894661,Stub,84150000
Parvaneh Mafi,Iran,794894676,Stub,84150000
Mohammad Ali Vakili,Iran,794894686,Stub,84150000
Mehdi Sheykh,Iran,794894964,Stub,84150000
Fatemeh Saeidi,Iran,794894970,Stub,84150000
Gholamreza Heydari,Iran,794894979,Start,84150000
Parvaneh Salahshouri,Iran,794894990,Start,84150000
Fatemeh Hosseini,Iran,794895225,Stub,84150000
Farideh Oladghobad,Iran,794895258,Stub,84150000
Mohsen Mehralizadeh,Iran,794925291,Start,84150000
Mohammad-Hassan Malekmadani,Iran,795006374,Stub,84150000
Mohammad Hashemi Rafsanjani,Iran,795047613,Stub,84150000
Abdallah Mazandarani,Iran,795218982,Start,84150000
Zahra Ahmadipour,Iran,795324226,Stub,84150000
Council for Spreading Mahmoud Ahmadinejad's Thoughts,Iran,795341053,Stub,84150000
Mohammad Dadkan,Iran,795363773,C,84150000
Ghorbanali Dorri-Najafabadi,Iran,795466171,Start,84150000
Nizam al-Mulk,Iran,795580039,C,84150000
Mohammad Ali Hosseini,Iran,795690800,Stub,84150000
Hassan Ghashghavi,Iran,795693604,Stub,84150000
Mohammad-Hassan Aboutorabi Fard,Iran,795694318,Stub,84150000
Shahabedin Sadr,Iran,795694420,Stub,84150000
Reza Hekmat,Iran,795696013,Stub,84150000
Ali Movahedi-Kermani,Iran,795698474,Start,84150000
Asghar Dirbaz,Iran,795826941,Stub,84150000
Mohammad-Reza Ashtiani Araghi,Iran,796099678,Stub,84150000
Ebrahim Azizi,Iran,796189872,Stub,84150000
Elias Hazrati,Iran,796189991,Start,84150000
Hossein Marashi,Iran,796226486,Start,84150000
Ali Mohammad Noorian,Iran,796229158,Stub,84150000
Sakineh Almasi,Iran,796290610,Stub,84150000
Reza Salehi Amiri,Iran,796358607,Stub,84150000
Mohammad Shariatmadari,Iran,796366243,C,84150000
Ahmad Motamedi,Iran,796367746,Stub,84150000
Aide to the President of Iran,Iran,796368177,Stub,84150000
Presidential Administration of Iran,Iran,796390016,Start,84150000
Mohammad Farhadi,Iran,796394687,Stub,84150000
2007 Gasoline Rationing Plan in Iran,Iran,796518216,C,84150000
Arash Hosseini Milani,Iran,796559611,Stub,84150000
Ali E'ta,Iran,796559754,Stub,84150000
Mohammad Salari,Iran,796560093,Stub,84150000
Elham Fakhari,Iran,796560282,Stub,84150000
Mohammad Alikhani (politician),Iran,796560284,Stub,84150000
Mohammad Mehdi Mofatteh,Iran,796561883,Stub,84150000
Abbas Jadidi,Iran,796561907,Start,84150000
Mohsen Sorkhou,Iran,796561944,Stub,84150000
Ahmad Hakimipour,Iran,796562123,Stub,84150000
Gholamreza Ansari,Iran,796562136,Stub,84150000
Rasoul Khadem,Iran,796562806,Start,84150000
Jamileh Kadivar,Iran,796563167,Stub,84150000
Davoud Soleymani,Iran,796563744,Stub,84150000
Mohammad Gharazi,Iran,796563803,Start,84150000
Mahmoud Mohammadi (diplomat),Iran,796604310,Stub,84150000
Ali Fallahian,Iran,796605942,C,84150000
Amir Abedini,Iran,796606683,Stub,84150000
Ali Akbar Velayati,Iran,796607480,C,84150000
Gholam Reza Aghazadeh,Iran,796682433,Start,84150000
Ali Saeedlou,Iran,796688723,Start,84150000
Ahmad Shirzad,Iran,796696047,Stub,84150000
Reza Rahmani,Iran,796738430,Stub,84150000
Mohammad Mojabi,Iran,796766721,Stub,84150000
Shahrbanoo Amani,Iran,796822743,Stub,84150000
Mohammad-Javad Haghshenas,Iran,796822748,Stub,84150000
Mahmoud Mirlohi,Iran,796822867,Stub,84150000
Mahnoosh Motamedi Azari,Iran,796831400,Stub,84150000
Masoumeh Abad,Iran,796832507,Start,84150000
Alireza Dabir,Iran,796832558,Start,84150000
Shahram Dabiri Oskuei,Iran,796837798,Start,84150000
Abdolreza Rahmani Fazli,Iran,796845826,C,84150000
Mohammad Reza Badamchi,Iran,796847087,Stub,84150000
Gholam Ali Jafarzadeh,Iran,796868744,Stub,84150000
Lotfollah Meisami,Iran,796871607,Start,84150000
Hassan Bayadi,Iran,796875190,Stub,84150000
Seyyed Ebrahim Amini,Iran,796878903,Stub,84150000
Khosro Daneshjou,Iran,796882635,Stub,84150000
Mojtaba Shakeri,Iran,796885078,Stub,84150000
Mohammad Atrianfar,Iran,796887256,Start,84150000
Rahmatollah Khosravi,Iran,796887475,Stub,84150000
Abbas Duzduzani,Iran,796887565,Start,84150000
Saeid Daghighi,Iran,796888006,Start,84150000
Shakur Akbarnejad,Iran,796888070,Stub,84150000
Hadi Bahadori,Iran,796888865,Stub,84150000
Ahmad Amirabadi,Iran,796889334,Start,84150000
Advisor to the President of Iran,Iran,796899599,Start,84150000
Mohammad Esmaeil Saeidi,Iran,796902001,Stub,84150000
Shahabaddin Bimeghdar,Iran,796902302,Stub,84150000
Mohammad Hossein Farhanghi,Iran,796902704,Stub,84150000
Zahra Saei,Iran,796903407,Start,84150000
Jamshid Ansari,Iran,796903652,Stub,84150000
Mohammad Esmaeili,Iran,796904327,Stub,84150000
Mohsen Alimardani,Iran,796904341,Stub,84150000
Kamaladdin Pirmoazzen,Iran,796905880,Stub,84150000
Mostafa Afzalifard,Iran,796906106,Stub,84150000
Reza Karimi (politician),Iran,796906801,Stub,84150000
Sodeif Badri,Iran,796907614,Stub,84150000
Mohammad Feyzi,Iran,796907877,Stub,84150000
"Akbar Hashemi Rafsanjani presidential campaign, 2013",Iran,796931365,C,84150000
Hossein Fardoust,Iran,796937454,C,84150000
Ali Akbar Mohtashamipur,Iran,796945117,B,84150000
Sadollah Nasiri Gheydari,Iran,796990295,Start,84150000
Arash Miresmaeili,Iran,796997794,C,84150000
Azadeh Shafiq,Iran,797021302,Start,84150000
Abdolvahed Mousavi Lari,Iran,797027368,Stub,84150000
Elaheh Rastgou,Iran,797076595,C,84150000
Ali Saberi,Iran,797084475,Stub,84150000
Ali Soufi,Iran,797084602,Stub,84150000
Abdollah Javadi-Amoli,Iran,797217235,C,84150000
Haj Ali Razmara,Iran,797241192,C,84150000
Fatemeh Rakeei,Iran,797265561,Stub,84150000
Zahra Nejadbahram,Iran,797267764,Stub,84150000
Abulhassan Navab,Iran,797288875,Stub,84150000
Controversies of Mahmoud Ahmadinejad,Iran,797289765,C,84150000
List of female members of the Islamic Consultative Assembly,Iran,797372983,Start,84150000
Alireza Monadi,Iran,797394304,Stub,84150000
Mahmoud Abbaszadeh Meshkini,Iran,797394313,Stub,84150000
Hassan Sobhani,Iran,797394384,Start,84150000
Ghasem Sholeh-Saadi,Iran,797394412,Stub,84150000
Ali Akbar Javanfekr,Iran,797394636,C,84150000
Effat Marashi,Iran,797418650,Stub,84150000
Fakhrossadat Mohtashamipour,Iran,797464630,Stub,84150000
Fatemeh Bodaghi,Iran,797468673,Stub,84150000
Fatemeh Hashemi Rafsanjani,Iran,797468681,Stub,84150000
Maryam Mojtahedzadeh,Iran,797497426,Stub,84150000
Zahra Shojaei,Iran,797497721,Start,84150000
Zohreh Tabibzadeh-Nouri,Iran,797497956,Stub,84150000
List of female members of the Cabinet of Iran,Iran,797499103,Start,84150000
Mojtaba Samareh Hashemi,Iran,797508479,Start,84150000
Ali Larijani,Iran,797556144,C,84150000
Imam-Quli Khan,Iran,797583203,Start,84150000
World Against Violence and Extremism,Iran,797624191,Stub,84150000
Ali Banaei,Iran,797626840,Stub,84150000
Ali-Akbar Zargham,Iran,797626982,Start,84150000
To the Youth in Western Countries,Iran,797664923,Start,84150000
Bibi Maryam Bakhtiari,Iran,797670807,Start,84150000
Qasem Ravanbakhsh,Iran,797706952,Stub,84150000
Seyyed Abdollah Behbahani,Iran,797707401,C,84150000
Seyyed Mehdi Hashemi,Iran,797707434,Stub,84150000
Mohammad Haghani,Iran,797727481,Stub,84150000
Hadi Khamenei,Iran,797801463,C,84150000
Hasan Nazih,Iran,797818926,C,84150000
Hassan Ghafourifard,Iran,797819358,Start,84150000
Morteza Zarringol,Iran,797856454,Stub,84150000
Hojjat Nazari,Iran,797860336,Stub,84150000
Saeed Jalili,Iran,797875585,C,84150000
Amir Hossein Jahanshahi,Iran,797902368,C,84150000
Kazem Jalali,Iran,797907122,Stub,84150000
